date,metric_type,initiative,digital_maturity,transformation_score,online_adoption_rate,student_participation_pct,faculty_participation_pct,platform_utilization_pct,digital_literacy_students,digital_literacy_faculty,accessibility_compliance_pct,online_completion_rate,satisfaction_score,support_ticket_resolution_hrs,virtual_engagement_rate,remote_enablement_pct,innovation_milestones,digital_budget_allocation_pct,digital_credentials_volume
2025-06-08 16:08:17.716116,overall,All,Leading,65.81367556859301,38.08335833846971,64.02325000538923,54.560088646115496,51.052115851530175,3.1736665953234615,2.750204574823221,84.77810715608639,78.7560066369684,3.622095997847383,21.027245617399604,48.67469175961383,73.53675487282167,5,17.223668990138776,493
2025-06-09 16:08:17.716116,overall,All,Leading,69.04654936332186,44.92705314455485,64.01974441151445,56.73328511532794,54.211604402641434,3.1988028155155876,2.8872089721673118,86.13129690889822,76.33368921255448,3.7035194526121735,20.054748843557825,48.47174700055067,76.24159335568781,3,17.372851361377144,373
2025-06-10 16:08:17.716116,overall,All,Basic,67.62001710539403,47.62209311549339,66.41721435576517,53.73415681159686,50.00972003489442,3.289186168382023,2.9305528226648776,85.64696052942324,74.07409560842638,3.5763664617137207,19.217239455130372,55.229326774241386,72.5924905334015,4,16.2607307769186,501
2025-06-11 16:08:17.716116,overall,All,Basic,66.92402413235511,42.97458748631941,61.12387014588389,57.075614124634036,50.76154954208702,3.1336901692646273,2.9249043250856124,87.23267639853395,76.86123574670633,3.8975831118288617,17.82996438412759,50.225828580870626,71.95403028614383,4,15.472530808086981,211
2025-06-12 16:08:17.716116,overall,All,Basic,70.52352242993062,49.444976327479,66.53929717137444,60.964263715255555,55.48952156983245,3.187833893319069,3.0718970929332183,87.27054248989455,76.22802137267732,3.6943284947269808,21.622114758738505,47.05358589000444,75.65784455967578,1,16.59366078099163,142
2025-06-13 16:08:17.716116,overall,All,Established,68.36647201846921,48.74210871460423,67.72996935610414,58.333771436340044,53.72348793238888,3.296656038899591,2.979056884207247,85.72033299033271,75.8978894720475,3.6960681230410026,20.628280922650763,48.820129202771206,71.24207166741289,4,18.083718164554462,359
2025-06-14 16:08:17.716116,overall,All,Leading,66.9521091979877,44.019313242000436,63.185358782393166,60.121535466407806,56.99432101023476,3.1608035405747237,3.0142203147865527,87.03494618209423,75.7017287248789,3.5217618970851765,22.39271220149985,48.32852278273045,74.39718021725136,2,17.0792684004893,304
2025-06-15 16:08:17.716116,overall,All,Basic,68.45906378336089,49.70999892730484,63.772322429586595,60.083536467680986,47.248177986218565,3.3339954360001656,3.0271752480451415,86.61030249149583,79.2098411475672,3.859742154385585,22.16923388051019,55.43053725354229,70.62969723120978,5,17.534080705965934,156
2025-06-16 16:08:17.716116,overall,All,Ad hoc,64.10967009730727,48.75843807008491,66.695635051888,61.64008945803045,59.46353724697103,3.1601916686568003,3.1664331888938504,88.37436948193381,76.85365852312097,3.7006450241733697,19.16465861886795,55.37672480602593,70.93246966410608,3,17.512992650385748,202
2025-06-17 16:08:17.716116,overall,All,Ad hoc,72.23854575202348,50.20322415820998,64.1453700170752,61.65384644465473,54.481837422070015,3.2587912430440484,3.133727777889574,87.5359929120588,80.20775848919484,3.957658678375086,18.59340398422907,50.2787279073072,74.8085809009488,1,16.624721144605346,197
2025-06-18 16:08:17.716116,overall,All,Established,65.78066347417062,50.32972266442631,65.40665522859524,61.57051149699272,57.11914217550427,3.0705738660185764,3.173390543333785,85.18480156549252,73.89755727152982,3.628059951767056,18.89558561939203,55.781470689551035,74.05329162210367,5,18.44518748977686,448
2025-06-19 16:08:17.716116,overall,All,Leading,71.88022352502998,50.03073178085514,65.34789091562045,57.446202450845426,51.484010215829876,3.112620714451545,3.063839089422389,89.41460232614358,72.33508398796796,3.800791019692737,19.183030713689657,50.91659204599189,72.73998684229659,3,15.940253516205402,440
2025-06-20 16:08:17.716116,overall,All,Established,69.44835403212862,50.04339808061431,66.24641149962584,54.87788859690899,52.296992703171895,3.266216707964178,3.0399629477740424,87.42295279641843,76.96230257622796,3.8949224883731457,15.785743203933329,53.1606301473367,76.49118564749178,1,18.119120875940816,524
2025-06-21 16:08:17.716116,overall,All,Ad hoc,68.02022230938407,42.632022308139376,68.65416516973687,58.504855128912574,55.018937194203424,3.262990116493031,3.1305203758294415,87.47020211665043,79.12910088238138,3.618798316094387,18.72401846792974,52.23442636545298,78.85071964026247,5,17.413659989058768,265
2025-06-22 16:08:17.716116,overall,All,Leading,72.0662750314602,49.56864553466694,64.1399614389695,60.437570206374325,57.309326598686226,3.2922888764690015,3.1741094966806527,87.4378231159324,77.55383706067418,3.8999767374301495,16.56482209343208,52.75794098840508,77.1324289960429,3,18.264295086255107,263
2025-06-23 16:08:17.716116,overall,All,Ad hoc,71.16097630743236,55.68010025503662,70.26603535591585,58.183436066739745,53.409647993435755,3.3623555703401813,2.9942585615145676,85.82078342705766,78.92918901242648,3.831429807273798,23.301402170218907,55.54705145172951,79.33362566644477,4,18.102806932588727,291
2025-06-24 16:08:17.716116,overall,All,Basic,71.95434048475393,51.173253193734716,70.04395807356862,60.46778428821336,60.20912592277454,3.325423934722956,3.380761501996853,88.69840354347008,76.19516116686901,3.9709740325617475,18.24792619757094,53.61251645012819,76.65088730593703,2,18.40713483198651,392
2025-06-25 16:08:17.716116,overall,All,Basic,69.42646234462958,47.02231243252664,67.30278749000884,60.83246435682687,59.38304872215826,3.422270254259918,3.052132839207182,89.65458102226975,79.0506681291848,3.869382701343477,18.293151749939263,57.7602453120855,75.4199611164398,1,18.2445854805265,523
2025-06-26 16:08:17.716116,overall,All,Ad hoc,68.74897780100532,45.8269927877127,70.43462679938408,64.44985173395955,65.98309454369608,3.483995910979735,3.129686115351742,87.66424355597451,77.75652001996124,4.006256076314886,19.153532446685062,58.03846795152992,78.53671610928504,1,18.266470933003948,286
2025-06-27 16:08:17.716116,overall,All,Basic,70.26972043358933,49.90319031368861,68.13443176426398,61.80482574103811,61.459945370387715,3.3924432311220984,3.392933720514824,86.97700098975527,80.33312722371723,3.814556948017413,19.224072784033304,52.122712213507135,78.41231290812375,4,18.839654721134345,600
2025-06-28 16:08:17.716116,overall,All,Ad hoc,72.74487806551774,52.31644069433489,64.91352594580378,63.359870886761264,55.09231571195155,3.36490234584312,3.251932051062043,89.51040917672204,74.28019548072236,3.9008293404173995,20.778394335045988,53.2190634856355,76.7752247722753,3,15.244731569361951,234
2025-06-29 16:08:17.716116,overall,All,Leading,72.98274914900784,49.81132794683029,66.40707460655167,61.67872619879456,59.97200249372635,3.485788081924731,3.13129492638481,89.7746876434083,83.02174601292859,3.8367449379625067,21.389530730478526,52.05028900790444,78.96362989555065,6,19.45386981515287,313
2025-06-30 16:08:17.716116,overall,All,Established,64.36622739224121,50.38251087673592,67.53937675583958,60.07645715684608,60.91617956309175,3.380081677425898,3.1395168210015196,87.45768336823569,77.78875424880977,3.9637982728333445,17.403224616019735,54.00463443015074,76.11957180292055,6,18.85547703029294,184
2025-07-01 16:08:17.716116,overall,All,Established,72.48283086721565,57.001411795038955,66.96556099121074,60.30815076327759,59.528360715786064,3.3595644332191745,3.2575575225594955,86.67984834001476,77.11579313557488,4.016557082654853,16.703999625743528,59.60940571342965,77.96342364392753,5,16.81710591178537,497
2025-07-02 16:08:17.716116,overall,All,Leading,71.87505399482802,52.72392117034452,68.42972522815987,62.962441658871484,62.632691665491585,3.5191108305491103,3.3661769331064484,89.1443996490421,76.73224830594376,3.8262618278612543,24.281701066141636,58.382264389936395,82.21110207415047,2,20.13169781846292,242
2025-07-03 16:08:17.716116,overall,All,Ad hoc,70.83074509659816,52.38067087329958,68.26677020868406,64.3194569100013,60.00082029949273,3.442802768219991,3.3161783742059865,88.1868255293175,81.703278143351,3.882841276826399,15.214530594177287,54.52845350215656,80.30867859224823,2,17.909151332791463,584
2025-07-04 16:08:17.716116,overall,All,Basic,69.10311187588535,54.225531503335915,68.88437238276799,65.26981978616179,65.80161875794272,3.5611322729391697,3.30533873003555,88.72498441920305,77.36350333887025,4.089957283716616,16.54658803042896,58.85907090923039,80.03121905733471,2,18.400763459138627,221
2025-07-05 16:08:17.716116,overall,All,Established,69.52750065714442,58.72617120318035,71.28931328435169,60.68473376091811,68.1423749990502,3.4434643345929854,3.408423861873533,89.21158318786371,80.62800332802453,3.996714084642637,19.592801270036908,56.17136250843181,79.19519932374533,5,19.522533914632568,330
2025-07-06 16:08:17.716116,overall,All,Leading,69.67330672168696,56.4160227128287,70.67943222010612,61.36540670400759,62.056015789145896,3.5084087088200664,3.2411680070993785,89.90299139080776,77.94880377765118,4.1266832733857335,19.643644337517447,58.57369588463313,84.04227690104273,4,18.86652534993091,292
2025-07-07 16:08:17.716116,overall,All,Established,70.67757134842029,57.0983927406871,66.96427093934183,65.93140563080814,66.01377632501404,3.5240291253154443,3.2915914676719216,89.68571429132786,84.72043846461771,3.75224775868108,19.135483346576827,55.12229095068115,78.53159177882911,4,19.037834166635623,610
2025-07-08 16:08:17.716116,overall,All,Established,72.6206766611369,50.08481922637354,69.2589917029893,62.75651564533023,58.91483163772514,3.4780997688667052,3.1869443387470384,89.55798758073745,77.8172347632209,3.942575079438641,19.73060881513583,60.53393149768967,78.62778740692563,6,18.406867077184575,455
2025-07-09 16:08:17.716116,overall,All,Established,70.70870346790596,56.95565064416865,72.30259708476464,61.443261246975865,66.44611694194494,3.7463044737249396,3.331849771593086,89.33429909679047,79.98058108340271,4.012610026029381,18.263315295057865,53.744499909520954,77.27874691052068,3,20.01280735538619,380
2025-07-10 16:08:17.716116,overall,All,Basic,71.99463116707078,55.63928881955923,69.38108393656042,64.6006788351301,65.02247449665211,3.507078550663191,3.320226927407205,90.21587165814722,76.58818500713475,3.8770380765136894,17.503792869987834,57.2659376651835,78.14871110331032,2,20.517077161580787,222
2025-07-11 16:08:17.716116,overall,All,Basic,71.89722990551873,61.729426983033036,67.32201501805649,64.84135589311609,69.9316431774528,3.531706553489151,3.344483624699503,90.02078641686506,79.55273803255974,3.9413202793221993,16.236457723705108,57.29356197254506,81.90826255095057,4,20.18635275757116,631
2025-07-12 16:08:17.716116,overall,All,Established,72.52656210356155,48.44177260088692,69.29619193038464,66.55483849869381,62.00768175836626,3.633203569826286,3.4065238253543333,91.05059760529271,78.07461482538208,4.022937067612609,16.61642383098186,57.13617148346966,78.0767368497712,5,20.0626457159905,404
2025-07-13 16:08:17.716116,overall,All,Ad hoc,71.10464714493065,57.70085790687452,74.18059343535502,63.78937883464689,62.725095455953756,3.516441015789607,3.2590363549277246,90.79904781214847,79.52272926261416,3.9133947614806144,17.640557252763063,59.80331677251729,78.83904916989971,3,20.75568375572095,545
2025-07-14 16:08:17.716116,overall,All,Ad hoc,74.61429202954469,56.482168454401645,69.66699031196278,61.01094113855074,68.9473837248331,3.6682598042405186,3.4153907613063232,89.61467041809425,80.00793723752781,3.8979208406503445,15.554671128462646,53.804573519474644,78.63776280295308,3,19.744007538593962,306
2025-07-15 16:08:17.716116,overall,All,Leading,75.52791911431709,62.02458487806143,76.76977584013143,65.42272726153776,69.04596267003782,3.6506654846589353,3.4406184510321816,89.6974490895397,76.67150861629192,4.080212661984915,18.5610197258033,55.917651709610745,80.31027300530512,4,21.156482333249734,473
2025-07-16 16:08:17.716116,overall,All,Basic,74.2063460923726,55.419982770700614,75.85252967422755,63.70281743114623,64.38089995156896,3.566493279392926,3.262069411849052,89.2815916520049,79.90595172065879,4.014461974087889,10.084963104149882,62.97383489425531,81.9627979523379,3,21.456186520314652,372
2025-07-17 16:08:17.716116,overall,All,Basic,71.79661416325385,63.29738557676497,71.99191666647009,62.97077425078151,59.69510560657361,3.6430751959125045,3.389960834768053,88.95571077810366,83.83999138405004,4.105186053204463,15.866641165202465,65.24682488635875,82.09430283602799,2,19.56175948309695,251
2025-07-18 16:08:17.716116,overall,All,Leading,70.93367848311615,52.66664021753923,71.66015659404052,68.03388285286731,61.54854247704176,3.6021458952821717,3.543298396821842,90.43607695125114,83.85082003510723,3.845961001105599,15.115023583179726,65.49504798258148,78.73524769674667,6,21.529315337893582,295
2025-07-19 16:08:17.716116,overall,All,Basic,73.31858231670975,58.59384848125108,73.98235012555746,65.37377506176115,60.721259101008506,3.67372007060462,3.4404528336640166,89.64993859174285,83.9201343881079,4.127383361778883,20.471120006565094,64.31767231676417,79.92192107473066,5,19.698606225793817,705
2025-07-20 16:08:17.716116,overall,All,Leading,73.7889952991365,55.383607868523,75.58028741380635,66.61096416731428,68.74025006622323,3.571299638011533,3.5103831627478908,92.01346229515535,80.13612835494243,3.9826430006808504,16.85248636200596,59.23570398824439,80.96200346225689,6,22.19001839327806,546
2025-07-21 16:08:17.716116,overall,All,Established,73.06470025235548,57.021011404098836,75.76784787068482,66.86384791760378,67.51206825518754,3.6220292728492627,3.5089463939463106,88.75654527008747,82.42654046258053,4.212142502436188,11.73287886868485,61.252201823645805,79.89907202005554,3,19.313121790262958,456
2025-07-22 16:08:17.716116,overall,All,Established,69.79535006040044,57.22672301825437,74.35041160439202,69.16640596506893,63.23405427282629,3.741527188001533,3.5340520707496137,92.6060288941392,83.26294204967341,4.156266542709631,16.4975018983369,60.02950175624022,80.72248682097099,5,22.050934096336672,455
2025-07-23 16:08:17.716116,overall,All,Basic,71.76456690335053,61.15362759810873,76.35608427718896,64.70729450897956,64.7993900821043,3.7006662866796143,3.4881417717714926,91.02779220933728,81.66935136133937,4.120395558975323,17.37770197296465,64.74703329766021,82.20021539658492,6,19.937244497010273,597
2025-07-24 16:08:17.716116,overall,All,Leading,73.23102436994752,63.1675583763305,74.91681978370819,66.91550588633844,69.69059449277812,3.6787621796194454,3.6877618489058586,90.99371601424822,83.62133651713472,4.260944663310345,16.83253831838112,59.23478115346689,83.19748409771208,3,22.0045655483068,404
2025-07-25 16:08:17.716116,overall,All,Basic,74.00472064801862,63.562072041082175,75.61886121674536,65.57129577497562,66.60230785520332,3.82202063353828,3.461066333706067,90.45218272026,84.0232524364529,4.139752532660136,15.75878223877106,60.10415498154923,83.62633154234405,4,20.60370811482552,514
2025-07-26 16:08:17.716116,overall,All,Ad hoc,75.68881519563634,59.36909597790139,78.49875677453612,73.69340331799332,66.41270575714319,3.7442469846307778,3.502675622280022,91.2787406174333,83.1961636493153,4.067629343503884,13.885720851416773,64.38260871665746,83.69045667926785,6,22.840119278611713,491
2025-07-27 16:08:17.716116,overall,All,Basic,76.11795302067249,63.89282632922612,75.82313601714175,68.93706641668662,68.30110371437193,3.724983576116535,3.388090262542662,91.1555933761209,79.2551738185187,4.084411263468052,15.433686747919918,59.93504042904266,82.58734307870023,4,21.548990151283782,334
2025-07-28 16:08:17.716116,overall,All,Ad hoc,76.48404148112975,67.9766116264829,72.16683264973823,66.92565686218055,73.68096661297591,3.651055806515539,3.671773894498158,92.72740709422135,82.85540822135499,4.017194190625007,13.866850753489633,69.15626379259595,86.26484793732402,3,21.801286970184282,286
2025-07-29 16:08:17.716116,overall,All,Established,76.69679081316447,60.727008555507844,77.44327970052277,69.00009036854972,68.19950480524143,3.8392062858670752,3.715014288207992,91.40704750453246,85.46049422713216,3.994794213397654,18.381588931296676,65.28194391982915,85.55263539620064,7,21.921908189831406,363
2025-07-30 16:08:17.716116,overall,All,Leading,73.34925462918419,62.51410291482104,73.67295754190734,66.11772450827765,76.20967607874987,3.8868138749464873,3.4805122592851236,93.00801580781388,81.76842908343349,4.245413742152021,15.032246989011123,70.43453253980853,82.55091412537273,3,21.07295742600678,694
2025-07-31 16:08:17.716116,overall,All,Ad hoc,76.40597522333348,69.04631898476867,77.80290106025103,71.39273797788802,68.18006863019582,3.9728677661522354,3.548182781170918,91.35193543544874,80.39836148571722,4.2191501477992865,14.877239644070468,68.06965592541133,80.98298132672306,3,22.298053169539955,314
2025-08-01 16:08:17.716116,overall,All,Ad hoc,75.43178484118751,63.952589440565774,77.96466605009036,66.76651912013926,70.51807256579458,3.918414683803357,3.708150756900414,91.76269942860314,83.87499684173477,4.120831669267635,14.857533746999499,65.86543679049169,83.5140311625418,5,21.671243196873647,254
2025-08-02 16:08:17.716116,overall,All,Basic,76.5411564917219,59.39354806138539,77.89395210398177,68.47882110428564,67.60320016209788,3.9228641075013417,3.8417074140702887,93.13281606853802,85.67892658238544,4.285533417747395,14.578617185006724,61.03027562184488,84.02981238557031,4,22.65152690950301,271
2025-08-03 16:08:17.716116,overall,All,Ad hoc,77.44723295562159,66.49710601262402,75.60410647371991,71.44154465723568,69.32379714728823,3.7520481200992415,3.679062540721835,90.49490380334794,84.8823028030512,3.941390692196406,11.062153740901845,71.48365372150549,83.13217608714787,6,21.741162047540953,446
2025-08-04 16:08:17.716116,overall,All,Ad hoc,77.20830452193721,67.57496258771198,79.46496056582725,70.52443687476593,73.97837584731684,4.033665065073883,3.6283784501938294,91.45682773938023,85.40059510617584,4.0479275268006205,14.264091677169697,68.51872899353823,80.03426967805028,5,21.726300703027,669
2025-08-05 16:08:17.716116,overall,All,Leading,77.39367663723941,65.91424535999258,76.01625885332683,70.97503459322928,78.49548361508782,3.872697531152444,3.640635960227903,92.23728427613717,85.16653524401781,4.2584257657779405,14.611237013438235,67.31722979483295,84.46303168576338,3,22.70153345248172,733
2025-08-06 16:08:17.716116,overall,All,Ad hoc,75.24485017621492,62.74825205082472,76.9567461874155,69.1333004757761,71.17420689850768,4.150502345690437,3.835400651548418,93.26912678676614,84.99092612035817,4.288218981801972,13.236374716793085,68.23711090649314,85.24507332970832,5,20.490553487866716,370
2025-08-07 16:08:17.716116,overall,All,Basic,72.58748562405385,71.97168508867234,79.41770839535151,71.22147124558867,72.57991579573412,3.9261869888882526,3.7818853830513737,91.05566023048644,82.92651675658142,4.184725040849903,13.356348028610096,68.09002167213464,86.620807065473,4,22.857082696489048,472
2025-08-08 16:08:17.716116,overall,All,Established,76.06697970006084,69.10989135312909,77.69306384140009,70.88835543214361,74.34776295528413,3.7878032570717712,3.7970904528981553,94.14813281003612,84.0133414712741,4.416236593302582,11.917316309798482,70.95534699973325,81.16725567249341,7,25.220975581511265,565
2025-08-09 16:08:17.716116,overall,All,Basic,77.01985510196211,70.24873692151522,78.57424790266346,71.54980716960026,78.39774720574502,4.032612095437708,3.5908728137825516,92.62034121081182,85.20613816505949,4.346487176830984,11.627170055293641,66.81689706329514,85.95970169387377,4,21.825203208192967,520
2025-08-10 16:08:17.716116,overall,All,Established,77.82235496986728,67.37960741633574,81.93674705477234,72.58781449267339,73.2393118276178,3.9578530057023875,3.701683928724553,93.18666284691399,85.22419190646413,4.224184536770732,9.817680283777173,65.08788782983187,86.87702536918013,6,23.010495452357915,356
2025-08-11 16:08:17.716116,overall,All,Established,80.39259678424544,70.39560787139115,79.02013077842244,70.2425192651411,74.63535018682451,4.007917182016742,3.6770375848101984,93.854906071448,84.92926841752094,4.141615981323,9.944344837276342,67.8832183746494,86.11802088605415,4,25.02114692737213,502
2025-08-12 16:08:17.716116,overall,All,Basic,77.98788263038202,69.40312881444738,78.86237027816819,75.38350764435111,74.1797629351898,3.9751459517915184,3.686243271481415,93.07841779064186,89.55961910374786,4.298904638178666,12.674766523389925,72.57691792125526,86.12071186123629,7,22.83216793947444,701
2025-08-13 16:08:17.716116,overall,All,Leading,77.1827226125652,71.37496441332233,83.4348341891819,72.84427136502384,75.36011468036035,4.151998979228245,3.7709141548926497,94.38256769001526,84.44585242527546,4.3782671309659245,11.24540234294657,69.88738850698662,85.94852366837227,6,24.696502382829046,813
2025-08-14 16:08:17.716116,overall,All,Ad hoc,77.43049631535781,66.36990041399204,82.08004442969408,72.79961421761058,77.01687423116492,3.7595565626552045,3.8199255280226034,93.3401360614704,82.71055759429056,4.132410769900201,11.090322465417456,73.576963545884,81.75956171792637,5,22.629017588634465,705
2025-08-15 16:08:17.716116,overall,All,Established,77.0273103009022,74.50585889556578,84.25128515206268,73.71354834887771,74.73444437230206,4.227109468097458,3.673267900787446,92.16786994186491,85.11814808593614,4.5825466680349685,10.738179329116969,70.16454998465787,84.25903643063351,6,24.517358156698947,790
2025-08-16 16:08:17.716116,overall,All,Leading,79.92833053063673,72.75184098881512,80.44485535760198,70.94922382589137,72.16458929274113,4.050145491934335,3.733717508830391,92.5039021760694,84.57020098376107,4.319216250613447,9.902064920378068,72.44328983447683,87.52073296693793,3,23.393162650807565,694
2025-08-17 16:08:17.716116,overall,All,Established,78.55283904343615,67.79464964591688,82.18857922584134,72.88362256810684,71.86448579555392,4.154514430382091,3.766801684422355,93.88151859041523,87.8782740305211,4.471688554892267,10.881853590324484,70.28612936498016,89.4774413995687,7,24.465903769017412,382
2025-08-18 16:08:17.716116,overall,All,Leading,74.20693798825636,71.61594167889692,82.08735176271045,75.0745805514829,77.7804619837378,4.201554787549137,3.7983954453402506,95.03924923206652,84.62348592310937,4.467869496289118,7.730834863290262,72.40870260139526,83.83282191930599,3,23.633961415157145,436
2025-08-19 16:08:17.716116,overall,All,Ad hoc,79.39719150423934,69.97555588476826,80.4265972699606,74.71421496056988,76.72257866342626,4.0323616166156135,3.8855082734341084,96.6476581529346,88.12019251274991,4.517356267917686,11.35460912150121,72.53242285069848,83.22981344531718,4,23.33200866452588,675
2025-08-20 16:08:17.716116,overall,All,Basic,79.53907689998056,75.53406858124514,84.2487267547093,75.08493641638127,75.60305101608542,4.094092570327156,3.8371676833195982,94.22791051968237,88.49023696117138,4.456028296578297,13.572110050673423,71.49706653128693,86.62783613372416,6,24.6330076075734,591
2025-08-21 16:08:17.716116,overall,All,Established,78.3816068405549,72.33932944291539,85.35742418226549,71.10107499313773,78.9484214271848,4.1062949848447,3.874343679595338,95.11602555163519,87.83495138603709,4.328427843478081,9.789524986130305,73.5359427400599,87.9155249654933,6,24.815790563057032,292
2025-08-22 16:08:17.716116,overall,All,Ad hoc,79.57337304680956,78.18999141337574,80.29109007978877,73.4364467018239,75.29647048744144,4.1812898664230245,3.759161931874566,94.68697205088424,84.94869434609453,4.360649747453833,7.096014581929614,71.626750183375,90.85031974190053,6,24.315470657129865,693
2025-08-23 16:08:17.716116,overall,All,Basic,77.41589547177935,74.61211596973278,82.2491375292487,75.47903915119275,72.91687289064339,4.033568342555945,3.823184301937279,94.65390320895445,87.45083873954252,4.473118681733214,8.806222767394418,64.9663871538226,88.97850349061403,4,25.238598534866522,356
2025-08-24 16:08:17.716116,overall,All,Ad hoc,78.01002831879117,74.42230280540292,83.38878201465602,76.67162593540554,76.25675270657428,4.122367975353644,4.034874054679982,94.86880387307144,88.79494281604353,4.41238735090099,12.185909664078068,68.68979756148782,85.87326849793432,3,25.839479476898816,296
2025-08-25 16:08:17.716116,overall,All,Ad hoc,79.00093445739314,73.19543286193193,87.67954412442822,76.7513744831811,80.2358904567027,4.252106608007282,3.7678180438901903,93.84779105141422,85.73998857638466,4.3859563708310665,6.403030876888439,75.27262041868637,92.11215485922858,7,24.657519947330314,876
2025-08-26 16:08:17.716116,overall,All,Leading,84.08326763009902,74.469717978611,76.77723835363071,77.0341044926941,77.71953032369818,4.0934779814432725,3.9337818461274368,94.33357673340518,87.96080335647453,4.322078400109356,7.174228838087127,75.37013500325159,90.80632762126618,7,25.421761425155793,487
2025-08-27 16:08:17.716116,overall,All,Leading,77.9982671900033,72.7745763233146,80.49425178308542,76.72378273573548,80.92903770027571,4.086080724280245,3.811922981981395,95.17192303873504,90.22004093767625,4.475214896752757,7.84794308779173,71.85910682988576,92.27891719575243,4,24.110862065699617,813
